id	ConceptA	ConceptB_Pre	ca_smog_index	ca_noun_phrases	ca_flesch_reading_ease	ca_number_words	ca_number_sentences	ca_ar_index	core_p_a	cb_smog_index	cb_noun_phrases	cb_flesch_reading_ease	cb_number_words	cb_number_sentences	cb_ar_index	core_p_b	arxiv_common_results_first_1000	core_common_results_first_500	core_p_b_given_a	core_p_a_given_b	core_p_a_and_b	cat_common	ave_tax_simil	max_tax_simil	min_tax_simil	domain	prerequisite	p_ca	p_cb	p_ca_cb	p_ca_given_cb	p_cb_given_ca	page_rank_difference	ca_inlinks	ca_outlinks	cb_inlinks	cb_outlinks	common_neighbors	direct_connections	link_proportion	ngd	pmi
343	Global_warming	Radiosonde	13.8	1137.0	41.6	7835.0	314.0	15.2	0.022028002	13.8	208.0	43.43	1342.0	61.0	14.5	5.6358e-05	0.000849002	0.002310136	0.00207996	0.812963741	4.5817e-05	0	0.09978	0.42857	0.0	GlobalWarming	0	3.7486e-05	3.136e-06	0.0	0.0	0.0	173.0024	3368	541	163	164	5	0	0.00267	0.57721	6.26105
344	Stratosphere	Gravity_wave	14.4	222.0	48.74	1575.0	67.0	15.7	0.000155173	14.1	195.0	-76.34	1178.0	54.0	15.3	0.009662144	0.000977199	0.002328967	0.529923222	0.008510513	8.223e-05	0	0.41422	0.66667	0.14286	GlobalWarming	0	5.552e-06	2.455e-06	1.9e-08	0.0078125	0.003454231	26.48534	426	153	142	114	6	2	0.03521	0.32169	10.17997
345	Global_warming	Orbital_forcing	13.8	1137.0	41.6	7835.0	314.0	15.2	0.022028002	13.2	96.0	49.65	629.0	24.0	14.8	0.004307873	0.001023797	0.002309469	0.098988818	0.506172274	0.002180526	0	0.35455	0.5	0.0	GlobalWarming	1	3.7486e-05	7.96e-07	1e-08	0.012048193	0.00025582	178.27958	3368	541	37	46	1	1	0.00386	0.47305	8.93084
346	Climate_change	Red_giant	14.4	866.0	40.69	5177.0	231.0	16.0	0.032912216	13.0	298.0	56.29	2124.0	81.0	13.8	0.014289847	0.000911106	0.002307138	0.263697891	0.607346026	0.008678882	0	0.14082	0.4	0.0	GlobalWarming	0	4.0047e-05	6.713e-06	1e-08	0.001428571	0.000239464	186.7647	3827	349	546	154	5	1	0.00078	0.78968	2.74774
347	Sea_level_rise	West_Caicos	12.0	1150.0	60.35	6266.0	241.0	12.8	0.049156855	11.3	45.0	68.6	331.0	17.0	11.6	0.008885956	0.000993795	0.002291279	0.157078297	0.868952707	0.007721475	0	0.16667	0.33333	0.0	GlobalWarming	0	7.432e-06	4.99e-07	0.0	0.0	0.0	38.41101	531	244	14	38	0	0	0.0	0.0	0.0
348	Carbon_cycle	Sediment_trap	13.4	332.0	43.83	2036.0	118.0	14.5	0.014658043	17.6	33.0	27.35	268.0	10.0	18.9	0.002898234	0.001027389	0.002295552	0.100588601	0.508734677	0.001474432	0	0.38007	0.66667	0.11111	GlobalWarming	0	4.843e-06	5.75e-07	1e-08	0.016666667	0.001980198	31.04523	323	182	12	48	2	1	0.0031	0.4488	10.23718
349	Climate_model	Albedo	14.4	332.0	-6.23	1712.0	74.0	15.2	0.038776001	13.6	463.0	0.01	2978.0	122.0	15.2	0.000278904	0.000974909	0.002316826	0.006445742	0.89614982	0.00024994	0	0.22844	0.66667	0.0	GlobalWarming	0	2.896e-06	1.3339e-05	1e-08	0.000718907	0.003311258	-34.459	197	105	1185	206	8	1	0.11675	0.39126	8.84837
350	Global_warming	Positive_feedback	13.8	1137.0	41.6	7835.0	314.0	15.2	0.022028002	14.8	698.0	40.18	4969.0	220.0	15.5	0.031582329	0.000998826	0.002302821	0.570735286	0.398075706	0.012572158	0	0.11111	0.33333	0.0	GlobalWarming	0	3.7486e-05	6.032e-06	1e-08	0.001589825	0.00025582	150.0571	3368	541	400	229	10	1	0.0095	0.4971	6.796
351	Climate_change	Pliocene	14.4	866.0	40.69	5177.0	231.0	16.0	0.032912216	12.1	385.0	54.52	1757.0	99.0	14.0	0.000144088	0.000846349	0.002322543	0.00346241	0.790877231	0.000113956	0	0.04615	0.23077	0.0	GlobalWarming	1	4.0047e-05	1.9822e-05	1e-08	0.000483793	0.000239464	143.5187	3827	349	1819	248	8	1	0.00732	0.62626	4.23396
352	World_Meteorological_Organization	List_of_states_with_limited_recognition	17.7	519.0	18.39	2537.0	93.0	21.4	0.025520054	15.7	180.0	39.67	1156.0	52.0	16.4	0.074894051	0.000891061	0.002296871	0.99653421	0.339567788	0.025431607	0	0.11944	0.6	0.0	GlobalWarming	0	1.6274e-05	7.144e-06	1e-08	0.001342282	0.000589275	-2.1072	1440	257	470	275	5	1	0.00972	0.50331	6.59652
353	Climate_model	Princeton,_New_Jersey	14.4	332.0	-6.23	1712.0	74.0	15.2	0.038776001	15.8	127.0	45.39	802.0	30.0	16.1	0.05181659	0.001003059	0.002316826	0.82688793	0.618786522	0.032063407	0	0.02693	0.2	0.0	GlobalWarming	0	2.896e-06	4.1897e-05	1e-08	0.000228885	0.003311258	-52.0904	197	105	3731	638	0	1	0.01015	0.74751	3.67013
354	Global_warming	Wallace_Smith_Broecker	13.8	1137.0	41.6	7835.0	314.0	15.2	0.022028002	14.8	271.0	39.97	1101.0	34.0	16.9	0.009179622	0.001023797	0.002295882	0.184121744	0.441830182	0.004055834	0	0.11546	0.5	0.0	GlobalWarming	0	3.7486e-05	2.273e-06	1.9e-08	0.008438819	0.00051164	181.30641	3368	541	66	171	11	2	0.00238	0.54103	7.39546
355	Global_warming	European_Science_Foundation	13.8	1137.0	41.6	7835.0	314.0	15.2	0.022028002	17.1	280.0	22.45	1144.0	44.0	19.6	0.040174357	0.001023797	0.002305476	0.699377588	0.383475723	0.015405891	0	0.07063	0.33333	0.0	GlobalWarming	0	3.7486e-05	2.436e-06	1e-08	0.003937008	0.00025582	175.70602	3368	541	113	141	7	1	0.0003	0.764	3.61968
356	Sea_level_rise	Economic_growth	12.0	1150.0	60.35	6266.0	241.0	12.8	0.049156855	15.5	1086.0	41.4	6647.0	301.0	15.9	0.026602266	0.001012121	0.002339181	0.450855631	0.833111186	0.022162645	0	0.12074	0.45455	0.0	GlobalWarming	0	7.432e-06	1.1728e-05	1e-08	0.000817661	0.001290323	-44.5199	531	244	980	243	2	1	0.00753	0.60562	5.16833
357	Sea_level_rise	Antarctic	12.0	1150.0	60.35	6266.0	241.0	12.8	0.049156855	15.6	200.0	36.02	907.0	30.0	18.8	0.00054105	0.000962749	0.002352595	0.009851602	0.895062268	0.000484274	0	0.275	0.6	0.0	GlobalWarming	0	7.432e-06	1.1038e-05	0.0	0.0	0.0	-6.5849	531	244	993	158	4	0	0.02072	0.49571	6.60875
358	Climate_model	Stefan–Boltzmann_law	14.4	332.0	-6.23	1712.0	74.0	15.2	0.038776001	13.6	633.0	-593.18	2968.0	80.0	19.8	0.012099056	0.001002557	0.002313476	0.227619064	0.729491354	0.008826157	0	0.15476	0.33333	0.0	GlobalWarming	0	2.896e-06	2.771e-06	1.9e-08	0.006920415	0.006622517	0.646	197	105	147	142	6	2	0.01523	0.40361	8.92077
359	Global_warming	Wet-bulb_temperature	13.8	1137.0	41.6	7835.0	314.0	15.2	0.022028002	15.4	391.0	-141.86	2658.0	89.0	18.0	0.014583285	0.000987386	0.002303152	0.237219996	0.358319988	0.005225483	0	0.28893	0.55556	0.11111	GlobalWarming	1	3.7486e-05	1.256e-06	1e-08	0.007633588	0.00025582	175.71255	3368	541	60	71	5	1	0.00297	0.51664	7.85489
360	Global_warming	Global_warming_controversy	13.8	1137.0	41.6	7835.0	314.0	15.2	0.022028002	14.5	1770.0	39.57	12392.0	463.0	15.7	0.022899431	0.001022138	0.002300834	0.999916902	0.96186544	0.022026171	1	0.312	1.0	0.0	GlobalWarming	0	3.7486e-05	7.931e-06	1.9e-08	0.00241838	0.00051164	175.52088	3368	541	445	382	74	2	0.0285	0.38419	8.22716
361	Global_warming	Extinction_risk_from_global_warming	13.8	1137.0	41.6	7835.0	314.0	15.2	0.022028002	13.4	98.0	44.54	749.0	34.0	14.5	0.065717553	0.001023797	0.002310136	0.99976754	0.335114137	0.022022881	0	0.22893	0.5	0.0	GlobalWarming	0	3.7486e-05	8.25e-07	1.9e-08	0.023255814	0.00051164	181.30072	3368	541	30	56	5	2	0.00208	0.51652	8.34032
362	Global_warming	Cancún	13.8	1137.0	41.6	7835.0	314.0	15.2	0.022028002	12.9	436.0	50.46	2392.0	103.0	13.1	8e-09	7.4912e-05	0.001443835	-6.5905e-05	-9.999999999	-1.452e-06	0	0.05309	0.27273	0.0	GlobalWarming	0	3.7486e-05	1.7607e-05	1e-08	0.000544662	0.00025582	150.5505	3368	541	1500	336	4	1	0.00386	0.69074	3.58955
363	Intergovernmental_Panel_on_Climate_Change	United_Nations_Environment_Programme	14.2	2196.0	42.31	10130.0	482.0	15.5	0.069688191	16.7	312.0	20.92	1472.0	55.0	19.6	0.029611583	0.001038422	0.002372128	0.417930322	0.983561335	0.029124808	1	0.24398	1.0	0.0	GlobalWarming	0	1.2428e-05	1.2428e-05	1.9e-08	0.00154321	0.00154321	-16.6867	961	335	1117	179	13	2	0.07388	0.32457	8.27347
364	IPCC_Fourth_Assessment_Report	Tide	13.3	937.0	51.18	5342.0	202.0	13.9	0.033936475	13.3	1386.0	41.09	8799.0	374.0	13.7	0.001178848	0.000974903	0.002363019	0.024516477	0.705776052	0.000832003	0	0.08611	0.25	0.0	GlobalWarming	0	4.152e-06	2.2296e-05	1e-08	0.000430108	0.002309469	-98.8431	229	204	1953	372	4	1	0.00437	0.76346	3.38685
365	Instrumental_temperature_record	Antarctic_Peninsula	13.5	440.0	44.34	2752.0	113.0	14.1	0.022727728	13.9	663.0	48.84	3885.0	167.0	15.6	0.001208759	0.001044347	0.002296871	0.037531166	0.705680772	0.000852998	0	0.15873	0.33333	0.0	GlobalWarming	0	2.407e-06	1.1019e-05	1e-08	0.000870322	0.003984064	-20.1136	135	116	837	312	2	1	0.02222	0.53871	6.95659
366	Global_warming	National_Snow_and_Ice_Data_Center	13.8	1137.0	41.6	7835.0	314.0	15.2	0.022028002	16.1	309.0	33.38	1140.0	31.0	20.4	0.075001537	0.001023797	0.002310136	0.981313315	0.288212381	0.021616371	0	0.18116	0.42857	0.0	GlobalWarming	0	3.7486e-05	1.525e-06	0.0	0.0	0.0	180.51003	3368	541	63	96	8	0	0.00327	0.51039	7.92201
367	World_Meteorological_Organization	BUFR	17.7	519.0	18.39	2537.0	93.0	21.4	0.025520054	14.0	180.0	42.21	1072.0	52.0	14.2	2.533e-06	7.6377e-05	0.002296871	-0.000487251	-4.909657321	-1.2435e-05	0	0.25715	0.66667	0.0	GlobalWarming	0	1.6274e-05	5.47e-07	1.9e-08	0.035087719	0.00117855	75.10337	1440	257	9	48	5	2	0.00208	0.46909	10.08072
368	IPCC_Fourth_Assessment_Report	Afforestation	13.3	937.0	51.18	5342.0	202.0	13.9	0.033936475	12.4	389.0	51.78	2216.0	107.0	14.0	0.00011678	0.00069993	0.002394493	0.003011028	0.875008445	0.000102184	0	0.1443	0.33333	0.0	GlobalWarming	0	4.152e-06	3.155e-06	1e-08	0.003039514	0.002309469	3.37221	229	204	201	128	6	1	0.00437	0.54039	6.66728
369	Global_warming	InterAcademy_Panel	13.8	1137.0	41.6	7835.0	314.0	15.2	0.022028002	13.3	140.0	44.34	919.0	50.0	13.3	0.070298437	0.001023797	0.002310136	0.963888146	0.302034167	0.02123253	0	0.04762	0.14286	0.0	GlobalWarming	0	3.7486e-05	1.036e-06	1.9e-08	0.018518519	0.00051164	180.65015	3368	541	47	61	7	2	0.00119	0.5853	6.88527
370	Global_warming	Climate_commitment	13.8	1137.0	41.6	7835.0	314.0	15.2	0.022028002	11.4	63.0	59.13	472.0	20.0	12.2	0.008396971	0.001023797	0.002299842	0.232497015	0.609915697	0.005121445	0	0.32571	0.6	0.0	GlobalWarming	0	3.7486e-05	5.66e-07	1.9e-08	0.033898305	0.00051164	182.24314	3368	541	17	42	11	2	0.00208	0.4931	9.15975
371	Attribution_of_recent_climate_change	Coupling_(physics)	14.9	836.0	40.08	5805.0	242.0	16.4	0.07487547	13.9	147.0	-196.92	1011.0	43.0	15.8	0.013107228	0.001017976	0.002318505	0.17487835	0.998998339	0.013094099	0	0.22949	0.38462	0.0	GlobalWarming	0	4.478e-06	7.38e-07	1e-08	0.012987013	0.002141328	4.63658	209	258	40	37	1	1	0.00957	0.3984	10.12824
372	Global_warming	Nitrous_oxide	13.8	1137.0	41.6	7835.0	314.0	15.2	0.022028002	15.0	920.0	39.67	5449.0	223.0	16.2	0.00286018	0.00102145	0.002310136	0.047870235	0.368678036	0.001054486	0	0.14663	0.6	0.0	GlobalWarming	1	3.7486e-05	1.1067e-05	1e-08	0.000866551	0.00025582	135.3538	3368	541	758	396	12	1	0.01692	0.46736	6.70669
373	Global_warming	South_Africa	13.8	1137.0	41.6	7835.0	314.0	15.2	0.022028002	13.2	1870.0	50.87	10776.0	487.0	14.4	0.012228966	0.001015128	0.002310136	0.280672063	0.505573807	0.006182645	0	0.1345	0.42857	0.0	GlobalWarming	0	3.7486e-05	0.00056214	0.0	0.0	0.0	-984.458	3368	541	57633	986	10	0	0.02672	0.893	1.1171
374	Attribution_of_recent_climate_change	IPCC_First_Assessment_Report	14.9	836.0	40.08	5805.0	242.0	16.4	0.07487547	12.3	114.0	54.32	577.0	22.0	12.9	0.052554527	0.00104424	0.002368616	0.700577267	0.998126225	0.052456052	0	0.27932	0.6	0.0	GlobalWarming	0	4.478e-06	6.14e-07	0.0	0.0	0.0	7.19857	209	258	25	39	1	0	0.00478	0.44008	9.80632
375	IPCC_Fourth_Assessment_Report	Oil_shale	13.3	937.0	51.18	5342.0	202.0	13.9	0.033936475	14.2	654.0	42.72	3640.0	161.0	14.7	0.005145454	0.001024898	0.002304147	0.109707339	0.723566926	0.00372308	0	0.13005	0.27273	0.0	GlobalWarming	0	4.152e-06	8.573e-06	1e-08	0.001118568	0.002309469	-12.6243	229	204	585	309	16	1	0.0	0.0	0.0
376	Troposphere	Hydrostatics	13.6	268.0	-35.77	2171.0	86.0	13.9	0.000237111	13.8	289.0	-62.37	1970.0	95.0	14.9	0.005821929	0.000927295	0.002306805	0.167908958	0.006838464	3.9813e-05	0	0.3899	0.45455	0.33333	GlobalWarming	0	5.073e-06	4.68e-06	1e-08	0.00204918	0.001890359	4.7804	374	155	344	144	9	1	0.00802	0.50701	6.76933
377	Instrumental_temperature_record	Attribution_of_recent_climate_change	13.5	440.0	44.34	2752.0	113.0	14.1	0.022727728	14.9	836.0	40.08	5805.0	242.0	16.4	0.07487547	0.001044347	0.002296871	0.990885819	0.300773855	0.022520584	1	0.35377	1.0	0.0	GlobalWarming	0	2.407e-06	4.478e-06	1.9e-08	0.004282655	0.007968127	1.16201	135	116	209	258	22	2	0.11852	0.24583	11.37336
378	Climate_model	Boulder,_Colorado	14.4	332.0	-6.23	1712.0	74.0	15.2	0.038776001	13.2	2072.0	50.97	9870.0	418.0	14.4	0.001178564	0.000948654	0.002316826	0.021219185	0.698133544	0.000822795	0	0.04814	0.2	0.0	GlobalWarming	0	2.896e-06	4.3029e-05	1e-08	0.000222866	0.003311258	-42.442	197	105	3979	508	2	1	0.01523	0.71365	4.16225
379	Attribution_of_recent_climate_change	Radiative_forcing	14.9	836.0	40.08	5805.0	242.0	16.4	0.07487547	14.1	271.0	17.64	1690.0	64.0	14.9	0.003919037	0.00102145	0.002316155	0.05224874	0.998242428	0.003912149	0	0.39246	0.66667	0.11111	GlobalWarming	0	4.478e-06	2.148e-06	1e-08	0.004464286	0.002141328	-4.01801	209	258	131	93	20	1	0.05742	0.27257	11.00171
380	Global_warming	National_Research_Council_(United_States)	13.8	1137.0	41.6	7835.0	314.0	15.2	0.022028002	16.4	286.0	29.89	1758.0	66.0	17.5	0.05615562	0.001023797	0.002310136	0.866457775	0.339882871	0.019086333	0	0.04762	0.14286	0.0	GlobalWarming	0	3.7486e-05	8.065e-06	1e-08	0.001189061	0.00025582	144.7635	3368	541	756	85	7	1	0.01247	0.5022	6.26993
381	Carbon_dioxide	Tin_dioxide	14.1	1166.0	16.22	7280.0	303.0	14.8	0.005682922	11.6	173.0	57.27	764.0	55.0	11.2	0.003777837	0.001033579	0.002307138	0.365489464	0.549798251	0.002077048	0	0.34688	0.75	0.0	GlobalWarming	0	4.8677e-05	1.995e-06	1e-08	0.004807692	0.000197006	408.5179	4528	548	98	110	15	1	0.00353	0.52401	7.39816
382	Sea_level_rise	Gravimetry	12.0	1150.0	60.35	6266.0	241.0	12.8	0.049156855	14.4	126.0	44.44	935.0	47.0	14.3	2.5966e-05	0.00083932	0.002355366	0.000407527	0.771498025	2.0033e-05	0	0.24524	0.5	0.0	GlobalWarming	0	7.432e-06	1.774e-06	1e-08	0.005405405	0.001290323	31.4834	531	244	99	86	1	1	0.00565	0.48091	8.06057
383	Global_warming	Climatic_Research_Unit	13.8	1137.0	41.6	7835.0	314.0	15.2	0.022028002	14.9	210.0	36.63	1383.0	53.0	16.8	0.050425547	0.001023797	0.002294565	0.806553718	0.352336618	0.017766767	0	0.17089	0.6	0.0	GlobalWarming	0	3.7486e-05	1.697e-06	1e-08	0.005649718	0.00025582	182.17815	3368	541	76	101	10	1	0.00445	0.49095	8.09882
384	Troposphere	Water_vapor	13.6	268.0	-35.77	2171.0	86.0	13.9	0.000237111	13.9	594.0	43.12	3907.0	187.0	13.4	0.014417713	0.000932718	0.00229786	0.775322774	0.012750809	0.000183838	1	0.46243	1.0	0.0	GlobalWarming	0	5.073e-06	7.518e-06	1.9e-08	0.00255102	0.003780718	-12.1329	374	155	498	286	14	2	0.11497	0.25963	10.0769
385	Intergovernmental_Panel_on_Climate_Change	European_Geosciences_Union	14.2	2196.0	42.31	10130.0	482.0	15.5	0.069688191	15.7	164.0	34.05	753.0	37.0	17.8	0.022517593	0.001049694	0.002302158	0.31699022	0.98103179	0.022090475	0	0.08854	0.4	0.0	GlobalWarming	0	1.2428e-05	2.474e-06	1e-08	0.003875969	0.000771605	42.49961	961	335	150	108	5	1	0.01041	0.44119	8.34225
386	Global_warming	OR_Books	13.8	1137.0	41.6	7835.0	314.0	15.2	0.022028002	13.7	169.0	49.65	675.0	28.0	15.5	0.0	7.4912e-05	0.00043315	-0.100566965	0.0	-0.002215289	0	0.06855	0.27273	0.0	GlobalWarming	0	3.7486e-05	1.295e-06	1e-08	0.007407407	0.00025582	180.88813	3368	541	47	88	1	1	0.00089	0.6103	6.47023
387	Stratosphere	Methane	14.4	222.0	48.74	1575.0	67.0	15.7	0.000155173	14.0	538.0	43.22	3075.0	145.0	14.3	0.000712082	0.001412639	0.002328967	0.27721564	0.060409303	4.3016e-05	0	0.29772	0.71429	0.0	GlobalWarming	0	5.552e-06	2.08e-05	1.9e-08	0.000922084	0.003454231	-104.1393	426	153	1722	447	7	2	0.11972	0.37827	8.34538
388	Global_warming	Effects_of_global_warming	13.8	1137.0	41.6	7835.0	314.0	15.2	0.022028002	13.3	1154.0	44.24	7671.0	359.0	14.0	0.075250317	0.000824032	0.002310136	0.999718469	0.292647275	0.0220218	0	0.31667	0.5	0.0	GlobalWarming	0	3.7486e-05	7.183e-06	1.9e-08	0.002670227	0.00051164	171.774	3368	541	356	393	89	2	0.03266	0.36079	8.74548
389	Attribution_of_recent_climate_change	Water_vapor	14.9	836.0	40.08	5805.0	242.0	16.4	0.07487547	13.9	594.0	43.12	3907.0	187.0	13.4	0.014417713	0.001033553	0.00229786	0.191195708	0.992936161	0.014315868	0	0.25626	0.6	0.0	GlobalWarming	1	4.478e-06	7.518e-06	0.0	0.0	0.0	-46.83451	209	258	498	286	20	0	0.02871	0.44117	8.07513
390	Troposphere	Meteorology	13.6	268.0	-35.77	2171.0	86.0	13.9	0.000237111	14.6	902.0	34.97	4942.0	265.0	15.8	0.000447782	0.001729619	0.002327273	0.351124717	0.185928497	8.3256e-05	0	0.39444	0.66667	0.0	GlobalWarming	1	5.073e-06	3.366e-05	1e-08	0.0002849	0.001890359	-91.6299	374	155	3080	430	19	1	0.1631	0.4157	7.95266
391	Carbon_cycle	Deficit_irrigation	13.4	332.0	43.83	2036.0	118.0	14.5	0.014658043	16.8	218.0	27.15	1241.0	44.0	19.2	0.003278178	0.001005592	0.002295552	0.087166237	0.389755081	0.001277686	0	0.32615	0.66667	0.0	GlobalWarming	0	4.843e-06	1.036e-06	1e-08	0.009259259	0.001980198	27.70096	323	182	27	81	1	1	0.0	0.0	0.0
392	Sea_level_rise	Surveying	12.0	1150.0	60.35	6266.0	241.0	12.8	0.049156855	13.5	869.0	46.17	6195.0	369.0	13.0	0.000822274	0.000789948	0.002346729	0.015576085	0.931162862	0.000765671	0	0.10714	0.42857	0.0	GlobalWarming	0	7.432e-06	2.5298e-05	0.0	0.0	0.0	-59.1351	531	244	2373	265	3	0	0.00753	0.70298	3.89247
393	Troposphere	Heat_capacity_ratio	13.6	268.0	-35.77	2171.0	86.0	13.9	0.000237111	13.1	238.0	-211.91	1305.0	56.0	14.5	0.02968141	0.000925208	0.002303152	0.801943298	0.006406351	0.00019015	0	0.34815	0.5	0.0	GlobalWarming	0	5.073e-06	1.688e-06	1e-08	0.005681818	0.001890359	29.9986	374	155	98	78	7	1	0.00267	0.54989	6.99593
394	Greenhouse_gas	Atmospheric_methane	13.7	1180.0	33.85	6946.0	300.0	14.9	0.008855492	14.0	866.0	49.25	5992.0	252.0	15.3	0.003613851	0.001016638	0.002312807	0.218895619	0.536388605	0.001938428	1	0.43342	1.0	0.0	GlobalWarming	1	2.4905e-05	2.1e-06	1.9e-08	0.00913242	0.000770119	159.0453	2222	375	88	131	28	2	0.00765	0.44784	8.66792
395	Instrumental_temperature_record	North_Atlantic_oscillation	13.5	440.0	44.34	2752.0	113.0	14.1	0.022727728	14.5	365.0	43.66	2003.0	71.0	17.6	0.013565212	0.001008213	0.002296871	0.309738086	0.518948262	0.007039643	0	0.30159	0.66667	0.0	GlobalWarming	0	2.407e-06	2.167e-06	1e-08	0.004424779	0.003984064	2.13994	135	116	106	120	7	1	0.05185	0.27671	11.16015
396	Northern_Hemisphere	Axial_tilt	11.3	123.0	59.74	660.0	28.0	12.8	0.007153583	12.1	287.0	55.74	1839.0	83.0	10.8	0.003360053	0.001024232	0.002300173	0.0753798	0.160484289	0.000539236	0	0.33333	0.33333	0.33333	GlobalWarming	0	1.7051e-05	4.967e-06	1.9e-08	0.003861004	0.001124859	83.4691	1631	147	348	170	6	2	0.02085	0.40716	8.13051
397	Global_warming	Absorption_(electromagnetic_radiation)	13.8	1137.0	41.6	7835.0	314.0	15.2	0.022028002	17.2	115.0	16.12	658.0	34.0	19.0	0.010275104	0.001013772	0.002310136	0.169058065	0.362430517	0.003724011	0	0.16262	0.42857	0.0	GlobalWarming	0	3.7486e-05	4.613e-06	1e-08	0.002079002	0.00025582	148.2569	3368	541	371	110	2	1	0.00148	0.68974	4.22651
398	Global_warming_in_the_Arctic	Polar_bear	13.1	587.0	49.35	3601.0	151.0	14.9	0.076032029	12.5	1343.0	57.71	10454.0	465.0	13.6	0.00750577	0.000992482	0.002308802	0.098439274	0.997171236	0.007484538	0	0.15524	0.55556	0.0	GlobalWarming	0	2.723e-06	1.6705e-05	1e-08	0.000574053	0.003521127	-45.66961	129	155	1205	537	28	1	0.06202	0.47766	7.91149
399	Kyoto_Protocol	São_Tomé_and_Príncipe	14.0	1715.0	42.72	9186.0	415.0	14.6	0.008874547	13.4	686.0	52.09	3627.0	177.0	13.8	0.077345796	0.001031524	0.002310803	0.956435964	0.109740101	0.008487935	0	0.197	0.5	0.0	GlobalWarming	0	1.9563e-05	1.987e-05	1e-08	0.000482625	0.000490196	10.58	1083	957	1612	460	15	1	0.00185	0.79944	2.42208
400	Climate_model	Climate	14.4	332.0	-6.23	1712.0	74.0	15.2	0.038776001	15.3	481.0	32.12	2924.0	126.0	16.2	0.005122115	0.001018693	0.002310469	0.13188276	0.99839338	0.005113886	0	0.26984	0.66667	0.0	GlobalWarming	1	2.896e-06	2.618e-05	2.9e-08	0.001098901	0.009933775	-170.5431	197	105	2429	301	14	3	0.18782	0.41531	8.49879
401	Sea_level_rise	Kilometre	12.0	1150.0	60.35	6266.0	241.0	12.8	0.049156855	15.3	140.0	44.17	866.0	32.0	17.7	0.000212115	0.000888691	0.002325919	0.003990366	0.924750781	0.000196154	0	0.10629	0.38462	0.0	GlobalWarming	0	7.432e-06	2.3888e-05	0.0	0.0	0.0	-28.7658	531	244	2324	167	2	0	0.00188	0.85329	1.92257
402	Fossil_fuel	Environmental_law	13.5	354.0	44.64	2359.0	109.0	13.8	0.003667535	18.1	983.0	20.11	5003.0	186.0	20.5	0.020803478	0.001023363	0.002301827	0.691178748	0.121850872	0.002534922	0	0.14286	0.14286	0.14286	GlobalWarming	0	1.612e-05	8.276e-06	1e-08	0.001158749	0.000594884	67.3849	1435	246	673	190	6	1	0.00976	0.52334	6.08359
403	Global_warming	India	13.8	1137.0	41.6	7835.0	314.0	15.2	0.022028002	13.9	1697.0	43.32	9225.0	410.0	14.3	0.003780985	0.000988833	0.002310136	0.092345268	0.538003093	0.002034182	0	0.14098	0.42857	0.0	GlobalWarming	0	3.7486e-05	0.002142535	0.0	0.0	0.0	-3157.668	3368	541	222125	1295	8	0	0.05433	0.98137	0.19454
404	United_Nations_Framework_Convention_on_Climate_Change	Greece	15.2	1136.0	40.28	5346.0	221.0	16.5	0.069900772	14.4	3506.0	48.23	18282.0	732.0	16.0	0.001730345	0.00100105	0.002377415	0.023909775	0.965883597	0.001671312	0	0.20603	0.5	0.0	GlobalWarming	0	1.263e-05	0.000434299	1e-08	2.2081e-05	0.000759301	-1042.8277	649	668	43830	1458	17	1	0.01387	0.95585	0.56575
405	Carbon_dioxide	Apnea	14.1	1166.0	16.22	7280.0	303.0	14.8	0.005682922	13.8	171.0	42.41	1329.0	61.0	14.8	0.000156246	0.000957951	0.002307138	0.00681414	0.247841236	3.8724e-05	0	0.0269	0.28571	0.0	GlobalWarming	0	4.8677e-05	3.222e-06	1.9e-08	0.005952381	0.000394011	400.8744	4528	548	221	115	12	2	0.00398	0.55497	6.3949
406	Climate_change	Palynology	14.4	866.0	40.69	5177.0	231.0	16.0	0.032912216	16.5	370.0	25.39	1882.0	92.0	18.5	4.6038e-05	0.00058988	0.002322543	0.001110905	0.794173093	3.6562e-05	0	0.14761	0.5	0.0	GlobalWarming	0	4.0047e-05	5.198e-06	1.9e-08	0.003690037	0.000478927	202.3639	3827	349	339	203	12	2	0.0034	0.59637	5.55083
407	Greenhouse_gas	Organofluorine_chemistry	13.7	1180.0	33.85	6946.0	300.0	14.9	0.008855492	15.5	608.0	20.58	3264.0	189.0	18.2	4.892e-06	7.4388e-05	0.002312807	0.000183541	0.332258065	1.625e-06	0	0.14646	0.27273	0.0	GlobalWarming	0	2.4905e-05	4.047e-06	1.9e-08	0.004739336	0.000770119	147.4854	2222	375	216	206	19	2	0.0171	0.40754	8.53293
408	Global_warming	Technology	13.8	1137.0	41.6	7835.0	314.0	15.2	0.022028002	14.8	695.0	40.99	5222.0	247.0	15.7	0.016683443	0.001023797	0.00229852	0.337407289	0.445496073	0.007432408	0	0.0	0.0	0.0	GlobalWarming	0	3.7486e-05	6.1892e-05	1e-08	0.000154943	0.00025582	-12.123	3368	541	6002	452	9	1	0.01633	0.64846	3.66999
409	United_Nations_Framework_Convention_on_Climate_Change	Greenhouse_gas_inventory	15.2	1136.0	40.28	5346.0	221.0	16.5	0.069900772	17.9	126.0	19.71	598.0	22.0	20.9	0.01080518	0.001041429	0.002309802	0.148809585	0.962677641	0.010401905	0	0.17584	0.27273	0.0	GlobalWarming	0	1.263e-05	5.85e-07	1.9e-08	0.032786885	0.001518603	26.4944	649	668	15	46	4	2	0.01079	0.35805	11.71592
