id	ConceptA	ConceptB_Pre	ca_smog_index	ca_noun_phrases	ca_flesch_reading_ease	ca_number_words	ca_number_sentences	ca_ar_index	core_p_a	cb_smog_index	cb_noun_phrases	cb_flesch_reading_ease	cb_number_words	cb_number_sentences	cb_ar_index	core_p_b	arxiv_common_results_first_1000	core_common_results_first_500	core_p_b_given_a	core_p_a_given_b	core_p_a_and_b	cat_common	ave_tax_simil	max_tax_simil	min_tax_simil	domain	prerequisite	p_ca	p_cb	p_ca_cb	p_ca_given_cb	p_cb_given_ca	page_rank_difference	ca_inlinks	ca_outlinks	cb_inlinks	cb_outlinks	common_neighbors	direct_connections	link_proportion	ngd	pmi
201	Algorithm_design	Graphical_model	16.7	64.0	32.43	261.0	10.0	17.6	0.057268208	13.9	195.0	-73.4	883.0	70.0	16.9	0.086475609	0.001059596	0.002302158	1.711285054	1.133293303	0.098002228	0	0.36508	0.5	0.25	Computer Science	0	6.23e-07	1.774e-06	0.0	0.0	0.0	-2.60588	19	46	95	90	0	0	0.0	0.0	0.0
202	Software_development	Combinatorial_optimization	16.4	518.0	24.68	3308.0	177.0	17.9	0.085776608	13.7	211.0	32.39	728.0	72.0	16.4	0.012806326	0.000975685	0.002293578	0.687560445	4.605271135	0.058976603	0	0.18134	0.33333	0.0	Computer Science	0	1.2668e-05	2.426e-06	0.0	0.0	0.0	46.39573	1103	218	155	98	2	0	0.00181	0.61199	5.77419
203	Machine_learning	Software_project_management	15.9	585.0	31.11	3820.0	160.0	17.7	0.028005072	15.5	290.0	40.79	1955.0	96.0	17.2	0.073367119	0.001004714	0.002300834	2.239633192	0.854893716	0.062721089	0	0.23704	0.4	0.11111	Computer Science	0	1.5161e-05	1.333e-06	0.0	0.0	0.0	56.32452	1294	287	46	93	2	0	0.0	0.0	0.0
204	Software_architecture	Discrete_mathematics	16.9	655.0	24.27	3984.0	183.0	19.5	0.028439852	15.8	537.0	9.79	2756.0	164.0	17.2	0.017135226	0.001043257	0.002301165	0.699050696	1.160235551	0.019880898	0	0.41667	0.5	0.33333	Computer Science	0	4.152e-06	5.84e-06	0.0	0.0	0.0	-5.7187	256	177	295	314	4	0	0.00391	0.57952	5.95296
205	Software_architecture	Algorithm	16.9	655.0	24.27	3984.0	183.0	19.5	0.028439852	15.1	1354.0	41.4	9529.0	443.0	14.8	0.018735488	0.001047602	0.002301165	0.892758398	1.355177758	0.025389916	0	0.45337	0.71429	0.33333	Computer Science	0	4.152e-06	3.7994e-05	1e-08	0.000252398	0.002309469	-188.6834	256	177	3540	422	5	1	0.07422	0.53269	6.61593
206	Artificial_intelligence	Software_quality_management	14.9	2049.0	41.8	13361.0	621.0	15.7	0.012433049	18.3	205.0	19.3	1193.0	42.0	20.5	0.08196112	0.000958028	0.002289639	4.59112549	0.696448364	0.057081688	0	0.44546	0.55556	0.25	Computer Science	0	4.8121e-05	5.18e-07	0.0	0.0	0.0	147.60999	4442	576	13	41	1	0	0.0	0.0	0.0
207	Theory_of_computation	Compiler	14.4	301.0	19.77	1836.0	106.0	14.3	0.610915933	15.1	993.0	35.27	5714.0	292.0	15.1	0.024304431	0.001032434	0.002313142	0.915806701	9.999999999	0.559480905	0	0.30471	0.55556	0.0	Computer Science	0	2.714e-06	1.9199e-05	0.0	0.0	0.0	-90.0045	159	124	1710	292	9	0	0.08176	0.4742	7.80531
208	Machine_learning	Information_security	15.9	585.0	31.11	3820.0	160.0	17.7	0.028005072	16.5	1360.0	24.88	9112.0	418.0	17.3	0.077544996	0.001004714	0.002300834	2.275513611	0.821792843	0.063725922	0	0.25234	0.55556	0.0	Computer Science	0	1.5161e-05	9.484e-06	0.0	0.0	0.0	26.2914	1294	287	676	313	5	0	0.00232	0.68613	4.00399
209	Data_warehouse	Information_retrieval	14.5	651.0	34.46	3662.0	180.0	15.6	0.113244827	13.9	498.0	38.21	2334.0	128.0	15.2	0.074400964	0.001027432	0.002306805	1.172571401	1.784757057	0.132787646	0	0.25	0.66667	0.0	Computer Science	0	4.45e-06	6.339e-06	0.0	0.0	0.0	-4.1538	323	141	467	194	6	0	0.03096	0.40119	8.27679
210	Computer_architecture	Object-oriented_design	14.9	456.0	35.78	2633.0	140.0	14.9	0.02665576	14.6	145.0	34.36	1258.0	60.0	14.5	0.056040229	0.001050824	0.002303484	1.851717107	0.880776682	0.049358927	0	0.4127	0.55556	0.33333	Computer Science	0	6.262e-06	1.16e-06	0.0	0.0	0.0	33.76584	488	165	57	64	0	0	0.0	0.0	0.0
211	Database	Software_quality_management	14.8	1247.0	33.04	7883.0	344.0	15.8	0.013260239	18.3	205.0	19.3	1193.0	42.0	20.5	0.08196112	0.000951597	0.002289639	4.403728593	0.712465775	0.058394493	0	0.42857	0.42857	0.42857	Computer Science	0	4.0919e-05	5.18e-07	0.0	0.0	0.0	179.66699	3843	424	13	41	1	0	0.00026	0.64517	6.54907
212	Robotics	Software_architecture	13.7	1078.0	43.32	7663.0	392.0	14.2	0.000907763	16.9	655.0	24.27	3984.0	183.0	19.5	0.028439852	0.000955603	0.002301165	9.999999999	0.43225865	0.012293372	0	0.44444	0.55556	0.33333	Computer Science	0	1.8767e-05	4.152e-06	0.0	0.0	0.0	45.5344	1599	358	256	177	4	0	0.00188	0.6398	5.09954
213	Network_security	Software_project_management	14.1	170.0	36.39	828.0	47.0	15.6	0.032085294	15.5	290.0	40.79	1955.0	96.0	17.2	0.073367119	0.000957483	0.002303484	2.071431522	0.905889325	0.06646249	0	0.33333	0.33333	0.33333	Computer Science	0	3.98e-06	1.333e-06	0.0	0.0	0.0	7.97982	308	107	46	93	1	0	0.00325	0.49698	8.36718
214	Internet_protocol_suite	Software_metric	15.1	988.0	34.36	5084.0	257.0	15.4	0.041992171	20.5	100.0	9.15	515.0	13.0	26.2	0.027301456	0.000957284	0.002292921	0.994384827	1.5294561	0.041756378	0	0.24094	0.42857	0.0	Computer Science	0	1.3291e-05	1.745e-06	0.0	0.0	0.0	73.73722	1127	259	104	78	1	0	0.0	0.0	0.0
215	Knowledge_management	Robotics	16.6	353.0	16.83	2071.0	98.0	18.9	0.066232859	13.7	1078.0	43.32	7663.0	392.0	14.2	0.000907763	0.000929776	0.002292264	0.569307508	9.999999999	0.037706864	0	0.08889	0.33333	0.0	Computer Science	0	6.588e-06	1.8767e-05	0.0	0.0	0.0	-32.0259	493	194	1599	358	3	0	0.02434	0.53421	6.1541
216	Broadband_networks	Information_management	15.8	175.0	24.58	1016.0	48.0	18.4	0.016252388	19.6	424.0	13.11	2898.0	88.0	22.7	0.096355928	0.000997315	0.002294894	4.241760872	0.715459266	0.068938742	0	0.14286	0.42857	0.0	Computer Science	0	8.53e-07	4.066e-06	0.0	0.0	0.0	-10.97612	49	40	265	159	1	0	0.0	0.0	0.0
217	Operating_system	Artificial_intelligence	14.7	1272.0	40.58	8820.0	375.0	15.2	0.086687969	14.9	2049.0	41.8	13361.0	621.0	15.7	0.012433049	0.001009285	0.002307138	0.654599265	4.564116249	0.056745881	0	0.48889	0.55556	0.4	Computer Science	0	5.283e-05	4.8121e-05	0.0	0.0	0.0	175.918	5021	488	4442	576	11	0	0.01494	0.60405	3.9756
218	Broadband_networks	Microarchitecture	15.8	175.0	24.58	1016.0	48.0	18.4	0.016252388	15.1	404.0	41.5	3037.0	162.0	15.9	8.5173e-05	0.000895026	0.002301827	0.49522833	9.999999999	0.008048643	0	0.20833	0.33333	0.0	Computer Science	0	8.53e-07	3.481e-06	0.0	0.0	0.0	-13.38842	49	40	228	135	0	0	0.0	0.0	0.0
219	Wireless_network	Test_automation	12.9	536.0	45.46	2675.0	164.0	14.5	0.027026402	15.7	304.0	31.21	2057.0	88.0	16.8	0.04870654	0.000976437	0.00229852	1.564288446	0.867996116	0.042277088	0	0.26667	0.33333	0.2	Computer Science	0	5.907e-06	3.874e-06	0.0	0.0	0.0	26.84649	482	134	284	120	3	0	0.0	0.0	0.0
220	Software_architecture	System_programming	16.9	655.0	24.27	3984.0	183.0	19.5	0.028439852	15.9	98.0	31.01	605.0	26.0	18.4	0.084701892	0.001059651	0.002301165	2.434641482	0.817465118	0.069240843	0	0.53095	0.66667	0.42857	Computer Science	0	4.152e-06	1.314e-06	0.0	0.0	0.0	7.19839	256	177	59	78	2	0	0.00781	0.43011	9.27489
221	Information_management	Computer_architecture	19.6	424.0	13.11	2898.0	88.0	22.7	0.096355928	14.9	456.0	35.78	2633.0	140.0	14.9	0.02665576	0.001003086	0.002294894	0.800361076	2.893165846	0.077119534	0	0.17054	0.42857	0.0	Computer Science	0	4.066e-06	6.262e-06	0.0	0.0	0.0	-25.1182	265	159	488	165	2	0	0.01509	0.49127	7.17695
222	Software_quality_management	Game_theory	18.3	205.0	19.3	1193.0	42.0	20.5	0.08196112	15.0	1511.0	34.76	8362.0	382.0	15.2	0.042952986	0.000954716	0.002289639	0.939324001	1.792379375	0.076988047	0	0.40556	0.55556	0.33333	Computer Science	0	5.18e-07	1.6983e-05	0.0	0.0	0.0	-78.28689	13	41	1291	480	1	0	0.0	0.0	0.0
223	Software_development	Software_metric	16.4	518.0	24.68	3308.0	177.0	17.9	0.085776608	20.5	100.0	9.15	515.0	13.0	26.2	0.027301456	0.00100903	0.002293578	0.853468095	2.681454033	0.073207598	0	0.26383	0.55556	0.0	Computer Science	0	1.2668e-05	1.745e-06	0.0	0.0	0.0	49.11022	1103	218	104	78	5	0	0.00907	0.43898	8.6718
224	Wireless_network	Software_quality_management	12.9	536.0	45.46	2675.0	164.0	14.5	0.027026402	18.3	205.0	19.3	1193.0	42.0	20.5	0.08196112	0.000958028	0.002289639	2.60782597	0.859921779	0.070480152	0	0.42857	0.42857	0.42857	Computer Science	0	5.907e-06	5.18e-07	0.0	0.0	0.0	32.86939	482	134	13	41	1	0	0.0	0.0	0.0
225	Object-oriented_programming	Software_metric	14.4	978.0	42.72	5883.0	321.0	15.9	0.023412961	20.5	100.0	9.15	515.0	13.0	26.2	0.027301456	0.001027908	0.002309469	1.021894822	0.876348276	0.023925584	0	0.16636	0.42857	0.0	Computer Science	0	1.9045e-05	1.745e-06	0.0	0.0	0.0	81.35202	1644	342	104	78	2	0	0.00426	0.50952	7.58145
226	Computer_network	Machine_learning	14.2	1318.0	43.63	7747.0	383.0	15.0	0.039322811	15.9	585.0	31.11	3820.0	160.0	17.7	0.028005072	0.001030237	0.002300834	1.007529897	1.414704731	0.039618908	0	0.20547	0.33333	0.11111	Computer Science	0	2.852e-05	1.5161e-05	0.0	0.0	0.0	113.8631	2537	437	1294	287	6	0	0.01064	0.55449	5.26589
227	Computer_graphics	Cloud_computing	15.0	1181.0	40.08	7547.0	332.0	15.9	0.020566722	15.2	995.0	33.14	6370.0	288.0	16.6	0.013983486	0.000952602	0.002312139	0.771643185	1.134922417	0.015870171	0	0.29167	0.33333	0.25	Computer Science	0	1.7472e-05	2.6659e-05	0.0	0.0	0.0	-2.8044	1382	440	2541	239	6	0	0.00579	0.70884	3.41381
228	Parallel_computing	Machine_learning	16.1	1033.0	16.93	6453.0	307.0	16.4	0.025860075	15.9	585.0	31.11	3820.0	160.0	17.7	0.028005072	0.001026404	0.002300834	1.068332699	0.986505717	0.027627164	0	0.34007	0.45455	0.11111	Computer Science	0	1.169e-05	1.5161e-05	0.0	0.0	0.0	-12.8926	861	358	1294	287	7	0	0.03252	0.44571	6.87739
229	Algorithm_design	Information_retrieval	16.7	64.0	32.43	261.0	10.0	17.6	0.057268208	13.9	498.0	38.21	2334.0	128.0	15.2	0.074400964	0.001031912	0.002302158	1.515629262	1.166616223	0.086797372	0	0.17659	0.33333	0.0	Computer Science	0	6.23e-07	6.339e-06	0.0	0.0	0.0	-23.75537	19	46	467	194	0	0	0.05263	0.49511	9.04233
230	Test_automation	Natural_language_processing	15.7	304.0	31.21	2057.0	88.0	16.8	0.04870654	15.4	368.0	33.85	2610.0	127.0	16.2	0.065118606	0.000965325	0.00229852	1.384567473	1.03561018	0.067437491	0	0.28571	0.42857	0.14286	Computer Science	0	3.874e-06	8.976e-06	0.0	0.0	0.0	-30.80839	284	120	719	217	3	0	0.0	0.0	0.0
231	Information_management	Network_security	19.6	424.0	13.11	2898.0	88.0	22.7	0.096355928	14.1	170.0	36.39	828.0	47.0	15.6	0.032085294	0.00093407	0.002294894	0.8635518	2.593348048	0.083208335	0	0.23545	0.42857	0.0	Computer Science	0	4.066e-06	3.98e-06	0.0	0.0	0.0	2.7985	265	159	308	107	2	0	0.01132	0.47363	7.42586
232	Parallel_computing	Object-oriented_analysis_and_design	16.1	1033.0	16.93	6453.0	307.0	16.4	0.025860075	15.0	286.0	27.32	1708.0	94.0	15.6	0.550309686	0.001026404	0.002310469	9.999999999	0.911247994	0.501468597	0	0.46429	0.5	0.42857	Computer Science	0	1.169e-05	1.765e-06	0.0	0.0	0.0	40.92337	861	358	88	96	3	0	0.0	0.0	0.0
233	Test_automation	Data_mining	15.7	304.0	31.21	2057.0	88.0	16.8	0.04870654	15.0	722.0	32.83	3900.0	178.0	16.6	0.114425435	0.001027828	0.00229852	2.305091928	0.981189653	0.112273053	0	0.21905	0.4	0.0	Computer Science	0	3.874e-06	1.1268e-05	0.0	0.0	0.0	-43.54429	284	120	887	288	3	0	0.0	0.0	0.0
234	Modeling_language	Natural_language_processing	16.4	380.0	25.08	2492.0	119.0	17.9	0.032807831	15.4	368.0	33.85	2610.0	127.0	16.2	0.065118606	0.000939921	0.002299181	1.817500701	0.915686915	0.059628255	0	0.22681	0.55556	0.14286	Computer Science	0	2.369e-06	8.976e-06	0.0	0.0	0.0	-31.7733	120	127	719	217	2	0	0.01667	0.55669	6.76079
235	System_programming	Computer_security	15.9	98.0	31.01	605.0	26.0	18.4	0.084701892	16.0	1606.0	31.51	9711.0	416.0	17.2	0.027616204	0.00095627	0.002308802	0.811576145	2.489192013	0.068742035	0	0.27491	0.6	0.0	Computer Science	0	1.314e-06	1.9755e-05	0.0	0.0	0.0	-62.76229	59	78	1609	451	6	0	0.01695	0.6545	5.62294
236	Parallel_computing	Computational_geometry	16.1	1033.0	16.93	6453.0	307.0	16.4	0.025860075	16.9	265.0	30.09	1602.0	63.0	18.5	0.020679289	0.0010427	0.002310469	0.893573495	1.1174406	0.023107878	0	0.4	0.4	0.4	Computer Science	0	1.169e-05	4.363e-06	0.0	0.0	0.0	28.5709	861	358	309	146	5	0	0.01278	0.453	7.59563
237	Information_security	Software_metric	16.5	1360.0	24.88	9112.0	418.0	17.3	0.077544996	20.5	100.0	9.15	515.0	13.0	26.2	0.027301456	0.000980772	0.002309469	0.779074292	2.212823867	0.060413313	0	0.18802	0.42857	0.0	Computer Science	0	9.484e-06	1.745e-06	0.0	0.0	0.0	27.24622	676	313	104	78	1	0	0.00148	0.60819	6.05621
238	Object-oriented_design	Combinatorial_optimization	14.6	145.0	34.36	1258.0	60.0	14.5	0.056040229	13.7	211.0	32.39	728.0	72.0	16.4	0.012806326	0.001025194	0.002303484	0.69261085	3.030851381	0.03881407	0	0.44545	0.55556	0.27273	Computer Science	0	1.16e-06	2.426e-06	0.0	0.0	0.0	-3.37071	57	64	155	98	0	0	0.0	0.0	0.0
239	Combinatorial_optimization	System_programming	13.7	211.0	32.39	728.0	72.0	16.4	0.012806326	15.9	98.0	31.01	605.0	26.0	18.4	0.084701892	0.001027037	0.002310136	4.403031475	0.665707155	0.056386656	0	0.39731	0.55556	0.11111	Computer Science	0	2.426e-06	1.314e-06	0.0	0.0	0.0	1.76856	155	98	59	78	1	0	0.0	0.0	0.0
240	Test_automation	Mobile_application_development	15.7	304.0	31.21	2057.0	88.0	16.8	0.04870654	14.8	237.0	34.05	1199.0	56.0	16.3	0.105312326	0.001027828	0.002295882	2.148472538	0.993660177	0.104644664	0	0.23889	0.55556	0.0	Computer Science	0	3.874e-06	4.795e-06	0.0	0.0	0.0	2.14159	284	120	258	242	6	0	0.0	0.0	0.0
241	Mobile_application_development	Data_warehouse	14.8	237.0	34.05	1199.0	56.0	16.3	0.105312326	14.5	651.0	34.46	3662.0	180.0	15.6	0.113244827	0.001027432	0.002295882	1.528307141	1.421253255	0.160949579	0	0.20833	0.5	0.0	Computer Science	0	4.795e-06	4.45e-06	0.0	0.0	0.0	-16.20628	258	242	323	141	1	0	0.0	0.0	0.0
242	Discrete_mathematics	Software_testing	15.8	537.0	9.79	2756.0	164.0	17.2	0.017135226	15.0	1087.0	40.18	8718.0	382.0	16.3	0.036815638	0.001043257	0.002293578	1.394059378	0.64884172	0.023887522	0	0.2	0.4	0.0	Computer Science	0	5.84e-06	9.369e-06	0.0	0.0	0.0	-16.7813	295	314	712	265	4	0	0.01017	0.56553	6.06219
243	Natural_language_processing	Computational_geometry	15.4	368.0	33.85	2610.0	127.0	16.2	0.065118606	16.9	265.0	30.09	1602.0	63.0	18.5	0.020679289	0.000965325	0.002308469	0.709608755	2.234541627	0.046208733	0	0.26323	0.42857	0.11111	Computer Science	0	8.976e-06	4.363e-06	0.0	0.0	0.0	20.6429	719	217	309	146	5	0	0.00974	0.48124	7.20358
244	Algorithm_design	Cryptography	16.7	64.0	32.43	261.0	10.0	17.6	0.057268208	15.9	1032.0	32.53	6856.0	279.0	16.7	0.000384568	0.001018304	0.002302158	0.557381142	9.999999999	0.031920219	0	0.26607	0.5	0.0	Computer Science	0	6.23e-07	2.4051e-05	0.0	0.0	0.0	-128.61897	19	46	2084	424	0	0	0.15789	0.5271	8.46943
245	Distributed_object	Cloud_computing	15.9	80.0	33.24	548.0	26.0	17.1	0.036162794	15.2	995.0	33.14	6370.0	288.0	16.6	0.013983486	0.000927807	0.002301165	0.602230941	1.557433843	0.021778354	0	0.675	0.75	0.6	Computer Science	0	6.33e-07	2.6659e-05	0.0	0.0	0.0	-78.90053	21	45	2541	239	1	0	0.04762	0.6367	6.45403
246	Software_testing	Distributed_object	15.0	1087.0	40.18	8718.0	382.0	16.3	0.036815638	15.9	80.0	33.24	548.0	26.0	17.1	0.036162794	0.00102811	0.002293578	1.031776423	1.050403001	0.037985508	0	0.41667	0.5	0.33333	Computer Science	0	9.369e-06	6.33e-07	0.0	0.0	0.0	34.21343	712	265	21	45	0	0	0.0	0.0	0.0
247	Natural_language_processing	Parallel_computing	15.4	368.0	33.85	2610.0	127.0	16.2	0.065118606	16.1	1033.0	16.93	6453.0	307.0	16.4	0.025860075	0.000965325	0.002308469	0.764069972	1.924014978	0.049755171	0	0.36508	0.42857	0.33333	Computer Science	0	8.976e-06	1.169e-05	0.0	0.0	0.0	-7.928	719	217	861	358	6	0	0.02364	0.447	7.00528
248	Computer_network	Distributed_object	14.2	1318.0	43.63	7747.0	383.0	15.0	0.039322811	15.9	80.0	33.24	548.0	26.0	17.1	0.036162794	0.001003034	0.002301165	1.038099138	1.128811452	0.040820976	0	0.44444	0.5	0.33333	Computer Science	0	2.852e-05	6.33e-07	1e-08	0.015151515	0.000336247	170.96983	2537	437	21	45	3	1	0.00039	0.63658	6.45631
249	System_programming	Game_theory	15.9	98.0	31.01	605.0	26.0	18.4	0.084701892	15.0	1511.0	34.76	8362.0	382.0	15.2	0.042952986	0.001032125	0.002310136	0.939132124	1.851938009	0.079546268	0	0.28155	0.55556	0.11111	Computer Science	0	1.314e-06	1.6983e-05	0.0	0.0	0.0	-73.22669	59	78	1291	480	1	0	0.0	0.0	0.0
250	Data_integration	Algorithm_design	15.2	399.0	-2.74	2763.0	119.0	16.7	0.12143235	16.7	64.0	32.43	261.0	10.0	17.6	0.057268208	0.001037581	0.00229786	1.0323957	2.189107021	0.125366236	0	0.28571	0.42857	0.14286	Computer Science	0	3.117e-06	6.23e-07	0.0	0.0	0.0	5.21014	195	130	19	46	0	0	0.0	0.0	0.0
251	Computational_geometry	Computer_vision	16.9	265.0	30.09	1602.0	63.0	18.5	0.020679289	14.7	880.0	35.68	5049.0	294.0	15.2	0.026298397	0.000940973	0.002311805	1.088483072	0.855909821	0.022509056	0	0.25693	0.42857	0.0	Computer Science	0	4.363e-06	8.87e-06	1e-08	0.001081081	0.002197802	-16.9064	309	146	764	161	6	1	0.04207	0.42323	8.00908
252	Information_retrieval	Data_warehouse	13.9	498.0	38.21	2334.0	128.0	15.2	0.074400964	14.5	651.0	34.46	3662.0	180.0	15.6	0.113244827	0.001027432	0.002306805	1.784757057	1.172571401	0.132787646	0	0.25	0.66667	0.0	Computer Science	0	6.339e-06	4.45e-06	0.0	0.0	0.0	4.1538	467	194	323	141	6	0	0.02141	0.40119	8.27679
253	Software_analytics	Broadband_networks	19.0	228.0	9.01	960.0	29.0	23.1	0.022134044	15.8	175.0	24.58	1016.0	48.0	18.4	0.016252388	0.001022887	0.002296211	0.857178911	1.167387587	0.018972835	0	0.33333	0.33333	0.33333	Computer Science	0	7.1e-07	8.53e-07	0.0	0.0	0.0	-1.69162	17	57	49	40	0	0	0.0	0.0	0.0
254	Software_quality_management	Data_integration	18.3	205.0	19.3	1193.0	42.0	20.5	0.08196112	15.2	399.0	-2.74	2763.0	119.0	16.7	0.12143235	0.00096166	0.002289639	1.801694965	1.216059285	0.147668937	0	0.42857	0.42857	0.42857	Computer Science	0	5.18e-07	3.117e-06	0.0	0.0	0.0	-5.69616	13	41	195	130	1	0	0.0	0.0	0.0
255	Computer-aided_software_engineering	Data_warehouse	15.1	370.0	36.39	1950.0	117.0	15.4	0.045064656	14.5	651.0	34.46	3662.0	180.0	15.6	0.113244827	0.000950375	0.002306805	2.362735597	0.940227203	0.106475867	1	0.56815	1.0	0.25	Computer Science	0	1.995e-06	4.45e-06	0.0	0.0	0.0	-15.42144	118	90	323	141	8	0	0.00847	0.54569	6.9395
256	Distributed_object	Software_development	15.9	80.0	33.24	548.0	26.0	17.1	0.036162794	16.4	518.0	24.68	3308.0	177.0	17.9	0.085776608	0.000977958	0.002293578	2.138186456	0.901443863	0.077322797	0	0.28	0.33333	0.2	Computer Science	0	6.33e-07	1.2668e-05	0.0	0.0	0.0	-52.67933	21	45	1103	218	4	0	0.0	0.0	0.0
257	Software_development	Theory_of_computation	16.4	518.0	24.68	3308.0	177.0	17.9	0.085776608	14.4	301.0	19.77	1836.0	106.0	14.3	0.610915933	0.000990904	0.002293578	7.235329526	1.01588777	0.620622025	0	0.26667	0.33333	0.0	Computer Science	0	1.2668e-05	2.714e-06	0.0	0.0	0.0	41.04	1103	218	159	124	2	0	0.00091	0.68087	4.73743
258	Mobile_application_development	Operating_system	14.8	237.0	34.05	1199.0	56.0	16.3	0.105312326	14.7	1272.0	40.58	8820.0	375.0	15.2	0.086687969	0.001009285	0.002295882	1.310601592	1.59217598	0.138022502	0	0.25	0.5	0.0	Computer Science	0	4.795e-06	5.283e-05	0.0	0.0	0.0	-319.64668	258	242	5021	488	28	0	0.02713	0.67059	4.6599
259	Theory_of_computation	Computer_graphics	14.4	301.0	19.77	1836.0	106.0	14.3	0.610915933	15.0	1181.0	40.08	7547.0	332.0	15.9	0.020566722	0.00104172	0.002312139	0.909606369	9.999999999	0.555693024	0	0.71429	0.71429	0.71429	Computer Science	0	2.714e-06	1.7472e-05	0.0	0.0	0.0	-64.4568	159	124	1382	440	5	0	0.06289	0.479	7.73403
260	Discrete_mathematics	Modeling_language	15.8	537.0	9.79	2756.0	164.0	17.2	0.017135226	16.4	380.0	25.08	2492.0	119.0	17.9	0.032807831	0.001017812	0.002299181	1.461027213	0.763080963	0.025035031	0	0.11111	0.33333	0.0	Computer Science	0	5.84e-06	2.369e-06	0.0	0.0	0.0	12.9193	295	314	120	127	5	0	0.0	0.0	0.0
261	Modeling_language	Cloud_computing	16.4	380.0	25.08	2492.0	119.0	17.9	0.032807831	15.2	995.0	33.14	6370.0	288.0	16.6	0.013983486	0.000918508	0.002299181	0.746054849	1.75038199	0.024476441	0	0.28456	0.42857	0.2	Computer Science	0	2.369e-06	2.6659e-05	0.0	0.0	0.0	-74.3877	120	127	2541	239	5	0	0.025	0.63776	5.52442
262	Computer_security	Social_network_analysis	16.0	1606.0	31.51	9711.0	416.0	17.2	0.027616204	16.3	511.0	23.05	2953.0	125.0	17.7	0.159098659	0.000931918	0.002291279	4.713922545	0.818238502	0.130180648	0	0.15254	0.71429	0.0	Computer Science	0	1.9755e-05	4.124e-06	0.0	0.0	0.0	60.89911	1609	451	225	205	6	0	0.00311	0.58074	6.01373
263	Database	Computer_security	14.8	1247.0	33.04	7883.0	344.0	15.8	0.013260239	16.0	1606.0	31.51	9711.0	416.0	17.2	0.027616204	0.000951597	0.002290623	1.364986071	0.655413793	0.018100041	0	0.23916	0.42857	0.0	Computer Science	0	4.0919e-05	1.9755e-05	0.0	0.0	0.0	111.8445	3843	424	1609	451	19	0	0.01249	0.54956	5.18253
264	Cloud_computing	Social_network_analysis	15.2	995.0	33.14	6370.0	288.0	16.6	0.013983486	16.3	511.0	23.05	2953.0	125.0	17.7	0.159098659	0.000952602	0.002291279	8.399613497	0.738258101	0.117455874	0	0.23706	0.33333	0.0	Computer Science	0	2.6659e-05	4.124e-06	0.0	0.0	0.0	72.52231	2541	239	225	205	2	0	0.00079	0.71886	4.03257
265	Broadband_networks	Data-intensive_computing	15.8	175.0	24.58	1016.0	48.0	18.4	0.016252388	18.5	370.0	19.5	2446.0	93.0	20.8	0.120693962	0.001022495	0.002301827	5.3700765	0.723122869	0.087276564	0	0.33333	0.33333	0.33333	Computer Science	0	8.53e-07	1.17e-06	0.0	0.0	0.0	-0.09046	49	40	50	72	0	0	0.0	0.0	0.0
266	Broadband_networks	Software_analytics	15.8	175.0	24.58	1016.0	48.0	18.4	0.016252388	19.0	228.0	9.01	960.0	29.0	23.1	0.022134044	0.001022887	0.002296211	1.167387587	0.857178911	0.018972835	0	0.33333	0.33333	0.33333	Computer Science	0	8.53e-07	7.1e-07	0.0	0.0	0.0	1.69162	49	40	17	57	0	0	0.0	0.0	0.0
267	Information_retrieval	Assembly_language	13.9	498.0	38.21	2334.0	128.0	15.2	0.074400964	15.9	906.0	40.79	5841.0	257.0	16.4	0.023621478	0.001027723	0.002299842	0.761037563	2.397052683	0.056621928	0	0.08081	0.33333	0.0	Computer Science	0	6.339e-06	1.6408e-05	0.0	0.0	0.0	-53.3785	467	194	1385	326	3	0	0.00214	0.78521	2.85458
268	Algorithm_design	Social_network_analysis	16.7	64.0	32.43	261.0	10.0	17.6	0.057268208	16.3	511.0	23.05	2953.0	125.0	17.7	0.159098659	0.001007908	0.002291279	2.77410424	0.998550079	0.158867978	0	0.10833	0.33333	0.0	Computer Science	0	6.23e-07	4.124e-06	0.0	0.0	0.0	-6.43736	19	46	225	205	2	0	0.0	0.0	0.0
269	Algorithm	Artificial_intelligence	15.1	1354.0	41.4	9529.0	443.0	14.8	0.018735488	14.9	2049.0	41.8	13361.0	621.0	15.7	0.012433049	0.001022051	0.002304147	0.868380092	1.30857079	0.016269525	0	0.27171	0.66667	0.0	Computer Science	0	3.7994e-05	4.8121e-05	1e-08	0.000199283	0.000252398	53.332	3540	422	4442	576	27	1	0.05254	0.44154	5.79016
270	Software_project_management	Network_service	15.5	290.0	40.79	1955.0	96.0	17.2	0.073367119	16.6	90.0	30.09	410.0	17.0	20.2	0.043515908	0.000957483	0.002295223	1.03260975	1.74096338	0.075759602	0	0.33333	0.33333	0.33333	Computer Science	0	1.333e-06	1.112e-06	0.0	0.0	0.0	-2.67071	46	93	54	62	2	0	0.0	0.0	0.0
271	Discrete_mathematics	Cryptography	15.8	537.0	9.79	2756.0	164.0	17.2	0.017135226	15.9	1032.0	32.53	6856.0	279.0	16.7	0.000384568	0.001017812	0.002316155	0.287300755	9.999999999	0.004922963	0	0.3	0.5	0.0	Computer Science	0	5.84e-06	2.4051e-05	1e-08	0.000398724	0.001642036	-111.1277	295	314	2084	424	16	1	0.04407	0.52496	6.62826
